"key","number","candidateScore","partyC","partyName"
"SRN_2_2","2",758,769,"ไทยภักดี"
"SRN_2_11","11",521,780,"ไทยก้าวหน้า"
"SRN_2_4","4",458,719,"เสรีรวมไทย"
"SRN_2_6","6",399,701,"ประชาธิปัตย์"
"SRN_2_9","9",340,761,"พลังสังคมใหม่"
"SRN_2_12","12",128,770,"แนวทางใหม่"
"SRN_2_10","10",100,712,"ประชาธิปไตยใหม่"
"SRN_3_9","9",44534,709,"ภูมิใจไทย"
"SRN_3_7","7",24342,705,"เพื่อไทย"
"SRN_3_5","5",16307,726,"ก้าวไกล"
"SRN_3_2","2",1154,743,"พลังประชารัฐ"
"SRN_3_1","1",937,763,"รวมไทยสร้างชาติ"
"SRN_3_3","3",749,762,"ไทยสร้างไทย"
"SRN_3_6","6",465,701,"ประชาธิปัตย์"
"SRN_3_8","8",451,761,"พลังสังคมใหม่"
"SRN_3_11","11",208,780,"ไทยก้าวหน้า"
"SRN_3_4","4",200,769,"ไทยภักดี"
"SRN_3_12","12",193,712,"ประชาธิปไตยใหม่"
"SRN_3_10","10",152,719,"เสรีรวมไทย"
"SRN_3_13","13",141,770,"แนวทางใหม่"
"SRN_4_3","3",35198,705,"เพื่อไทย"
"SRN_4_8","8",23403,726,"ก้าวไกล"
"SRN_4_6","6",15001,763,"รวมไทยสร้างชาติ"
"SRN_4_5","5",7218,709,"ภูมิใจไทย"
"SRN_4_9","9",2980,743,"พลังประชารัฐ"
"SRN_4_4","4",940,701,"ประชาธิปัตย์"
"SRN_4_7","7",817,762,"ไทยสร้างไทย"
"SRN_4_2","2",812,719,"เสรีรวมไทย"
"SRN_4_13","13",811,742,"คลองไทย"
"SRN_4_1","1",523,761,"พลังสังคมใหม่"
"SRN_4_11","11",158,712,"ประชาธิปไตยใหม่"
"SRN_4_12","12",154,780,"ไทยก้าวหน้า"
"SRN_4_10","10",95,769,"ไทยภักดี"
"SRN_5_1","1",36021,705,"เพื่อไทย"
"SRN_5_9","9",18572,726,"ก้าวไกล"
"SRN_5_2","2",18503,762,"ไทยสร้างไทย"
"SRN_5_5","5",5105,743,"พลังประชารัฐ"
"SRN_5_3","3",1623,763,"รวมไทยสร้างชาติ"
"SRN_5_7","7",1451,709,"ภูมิใจไทย"
"SRN_5_12","12",706,770,"แนวทางใหม่"
"SRN_5_11","11",613,712,"ประชาธิปไตยใหม่"
"SRN_5_4","4",402,701,"ประชาธิปัตย์"
"SRN_5_8","8",382,719,"เสรีรวมไทย"
"SRN_5_6","6",316,761,"พลังสังคมใหม่"
"SRN_5_13","13",233,742,"คลองไทย"
"SRN_5_10","10",160,769,"ไทยภักดี"
"SRN_6_6","6",38611,709,"ภูมิใจไทย"
"SRN_6_7","7",28280,705,"เพื่อไทย"
"SRN_6_5","5",13621,726,"ก้าวไกล"
"SRN_6_3","3",917,743,"พลังประชารัฐ"
"SRN_6_2","2",581,762,"ไทยสร้างไทย"
"SRN_6_9","9",393,761,"พลังสังคมใหม่"
"SRN_6_1","1",337,719,"เสรีรวมไทย"
"SRN_6_8","8",239,701,"ประชาธิปัตย์"
"SRN_6_4","4",211,769,"ไทยภักดี"
"SRN_6_13","13",169,770,"แนวทางใหม่"
"SRN_6_12","12",160,742,"คลองไทย"
"SRN_6_10","10",59,712,"ประชาธิปไตยใหม่"
"SRN_6_11","11",0,763,"รวมไทยสร้างชาติ"
"SRN_7_2","2",42050,709,"ภูมิใจไทย"
"SRN_7_7","7",22894,705,"เพื่อไทย"
"SRN_7_1","1",19089,726,"ก้าวไกล"
"SRN_7_6","6",2659,743,"พลังประชารัฐ"
"SRN_7_5","5",2036,763,"รวมไทยสร้างชาติ"
"SRN_7_12","12",724,742,"คลองไทย"
"SRN_7_3","3",504,701,"ประชาธิปัตย์"
"SRN_7_8","8",490,719,"เสรีรวมไทย"
"SRN_7_9","9",469,762,"ไทยสร้างไทย"
"SRN_7_4","4",251,769,"ไทยภักดี"
"SRN_7_11","11",217,770,"แนวทางใหม่"
"SRN_7_10","10",116,761,"พลังสังคมใหม่"
"SRN_8_3","3",39558,709,"ภูมิใจไทย"
"SRN_8_5","5",23489,705,"เพื่อไทย"
"SRN_8_9","9",17520,726,"ก้าวไกล"
"SRN_8_8","8",1349,763,"รวมไทยสร้างชาติ"
"SRN_8_1","1",858,762,"ไทยสร้างไทย"
"SRN_8_7","7",669,701,"ประชาธิปัตย์"
"SRN_8_2","2",517,769,"ไทยภักดี"
"SRN_8_6","6",356,719,"เสรีรวมไทย"
"SRN_8_11","11",297,770,"แนวทางใหม่"
"SRN_8_10","10",106,712,"ประชาธิปไตยใหม่"
"SRN_8_4","4",0,743,"พลังประชารัฐ"
"SSK_1_4","4",42445,705,"เพื่อไทย"
"SSK_1_2","2",35940,709,"ภูมิใจไทย"
"SSK_1_5","5",14003,726,"ก้าวไกล"
"SSK_1_7","7",1099,763,"รวมไทยสร้างชาติ"
"SSK_1_3","3",665,701,"ประชาธิปัตย์"
"SSK_1_1","1",597,719,"เสรีรวมไทย"
"SSK_1_8","8",288,743,"พลังประชารัฐ"
"SSK_1_9","9",208,712,"ประชาธิปไตยใหม่"
"SSK_1_6","6",151,769,"ไทยภักดี"
"SSK_1_11","11",119,770,"แนวทางใหม่"
"SSK_1_10","10",53,727,"ทางเลือกใหม่"
"SSK_2_8","8",42374,705,"เพื่อไทย"
"SSK_2_1","1",24821,726,"ก้าวไกล"
"SSK_2_9","9",6422,762,"ไทยสร้างไทย"
"SSK_2_4","4",2409,763,"รวมไทยสร้างชาติ"
"SSK_2_6","6",2180,719,"เสรีรวมไทย"
"SSK_2_2","2",1152,743,"พลังประชารัฐ"
"SSK_2_7","7",655,701,"ประชาธิปัตย์"
"SSK_2_3","3",436,769,"ไทยภักดี"
"SSK_2_13","13",418,770,"แนวทางใหม่"
"SSK_2_5","5",386,712,"ประชาธิปไตยใหม่"
"SSK_2_12","12",350,742,"คลองไทย"
"SSK_2_11","11",337,709,"ภูมิใจไทย"
"SSK_2_10","10",217,727,"ทางเลือกใหม่"
"SSK_3_7","7",37934,709,"ภูมิใจไทย"
"SSK_3_9","9",32162,705,"เพื่อไทย"
"SSK_3_3","3",10288,726,"ก้าวไกล"
"SSK_3_5","5",969,743,"พลังประชารัฐ"
"SSK_3_8","8",904,763,"รวมไทยสร้างชาติ"
"SSK_3_1","1",550,701,"ประชาธิปัตย์"
"SSK_3_6","6",489,719,"เสรีรวมไทย"
"SSK_3_4","4",337,762,"ไทยสร้างไทย"
"SSK_3_2","2",217,769,"ไทยภักดี"
"SSK_3_13","13",199,742,"คลองไทย"
"SSK_3_11","11",122,727,"ทางเลือกใหม่"
"SSK_3_12","12",96,770,"แนวทางใหม่"
"SSK_3_10","10",96,734,"รวมพลัง"
"SSK_4_8","8",38410,705,"เพื่อไทย"
"SSK_4_4","4",28731,709,"ภูมิใจไทย"
"SSK_4_9","9",9744,726,"ก้าวไกล"
"SSK_4_3","3",1848,743,"พลังประชารัฐ"
"SSK_4_5","5",857,763,"รวมไทยสร้างชาติ"
"SSK_4_7","7",641,701,"ประชาธิปัตย์"
"SSK_4_1","1",301,719,"เสรีรวมไทย"
"SSK_4_2","2",294,762,"ไทยสร้างไทย"
"SSK_4_6","6",270,769,"ไทยภักดี"
"SSK_4_10","10",94,742,"คลองไทย"
"SSK_5_7","7",32884,705,"เพื่อไทย"
"SSK_5_4","4",25837,709,"ภูมิใจไทย"
"SSK_5_6","6",18978,726,"ก้าวไกล"
"SSK_5_1","1",1450,763,"รวมไทยสร้างชาติ"
"SSK_5_5","5",598,719,"เสรีรวมไทย"
"SSK_5_9","9",488,737,"พลังปวงชนไทย"
"SSK_5_2","2",394,743,"พลังประชารัฐ"
"SSK_5_3","3",383,769,"ไทยภักดี"
"SSK_5_8","8",322,701,"ประชาธิปัตย์"
"SSK_5_10","10",99,742,"คลองไทย"
"SSK_6_8","8",35317,705,"เพื่อไทย"
"SSK_6_5","5",23541,743,"พลังประชารัฐ"
"SSK_6_9","9",18213,726,"ก้าวไกล"
"SSK_6_1","1",2267,709,"ภูมิใจไทย"
"SSK_6_7","7",1685,763,"รวมไทยสร้างชาติ"
"SSK_6_6","6",665,701,"ประชาธิปัตย์"
"SSK_6_4","4",422,769,"ไทยภักดี"
"SSK_6_3","3",368,712,"ประชาธิปไตยใหม่"
"SSK_6_2","2",264,742,"คลองไทย"
"SSK_6_10","10",225,719,"เสรีรวมไทย"
"SSK_7_3","3",30394,705,"เพื่อไทย"
"SSK_7_4","4",6764,726,"ก้าวไกล"
"SSK_7_6","6",3538,743,"พลังประชารัฐ"
"SSK_7_5","5",745,709,"ภูมิใจไทย"
"SSK_7_2","2",455,769,"ไทยภักดี"
"SSK_7_10","10",343,701,"ประชาธิปัตย์"
"SSK_7_1","1",224,762,"ไทยสร้างไทย"
"SSK_7_9","9",187,742,"คลองไทย"
"SSK_7_8","8",78,719,"เสรีรวมไทย"
"SSK_7_7","7",0,763,"รวมไทยสร้างชาติ"
"SSK_8_2","2",42882,709,"ภูมิใจไทย"
"SSK_8_8","8",34811,705,"เพื่อไทย"
"SSK_8_3","3",8158,726,"ก้าวไกล"
"SSK_8_4","4",4971,743,"พลังประชารัฐ"
"SSK_8_7","7",627,742,"คลองไทย"
"SSK_8_1","1",465,719,"เสรีรวมไทย"
"SSK_8_6","6",379,763,"รวมไทยสร้างชาติ"
"SSK_8_9","9",337,769,"ไทยภักดี"
"SSK_8_5","5",230,701,"ประชาธิปัตย์"
"SSK_9_9","9",38051,705,"เพื่อไทย"
"SSK_9_5","5",30637,709,"ภูมิใจไทย"
"SSK_9_3","3",19086,726,"ก้าวไกล"
"SSK_9_8","8",1475,743,"พลังประชารัฐ"
"SSK_9_2","2",1066,763,"รวมไทยสร้างชาติ"
"SSK_9_4","4",804,701,"ประชาธิปัตย์"
"SSK_9_7","7",537,769,"ไทยภักดี"
"SSK_9_1","1",492,762,"ไทยสร้างไทย"
"SSK_9_6","6",446,712,"ประชาธิปไตยใหม่"
"SSK_9_11","11",112,770,"แนวทางใหม่"
"SSK_9_10","10",112,719,"เสรีรวมไทย"
"STI_1_1","1",32130,705,"เพื่อไทย"
"STI_1_7","7",26117,726,"ก้าวไกล"
"STI_1_3","3",19230,763,"รวมไทยสร้างชาติ"
"STI_1_9","9",1732,701,"ประชาธิปัตย์"
"STI_1_2","2",910,769,"ไทยภักดี"
"STI_1_11","11",656,742,"คลองไทย"
"STI_1_6","6",492,719,"เสรีรวมไทย"
"STI_1_5","5",310,709,"ภูมิใจไทย"
"STI_1_4","4",290,743,"พลังประชารัฐ"
"STI_1_8","8",263,762,"ไทยสร้างไทย"
"STI_1_10","10",243,761,"พลังสังคมใหม่"
"STI_2_3","3",31314,705,"เพื่อไทย"
"STI_2_7","7",19781,726,"ก้าวไกล"
"STI_2_2","2",17924,701,"ประชาธิปัตย์"
"STI_2_8","8",5498,709,"ภูมิใจไทย"
"STI_2_5","5",2005,763,"รวมไทยสร้างชาติ"
"STI_2_6","6",653,719,"เสรีรวมไทย"
"STI_2_1","1",511,743,"พลังประชารัฐ"
"STI_2_4","4",398,762,"ไทยสร้างไทย"
"STI_2_9","9",227,769,"ไทยภักดี"
"STI_2_10","10",95,742,"คลองไทย"
"STI_3_5","5",33259,705,"เพื่อไทย"
"STI_3_2","2",24982,709,"ภูมิใจไทย"
"STI_3_4","4",13570,743,"พลังประชารัฐ"
"STI_3_7","7",11647,726,"ก้าวไกล"
"STI_3_8","8",1381,763,"รวมไทยสร้างชาติ"
"STI_3_1","1",578,701,"ประชาธิปัตย์"
"STI_3_3","3",432,762,"ไทยสร้างไทย"
"STI_3_6","6",167,719,"เสรีรวมไทย"
"STI_4_5","5",36738,705,"เพื่อไทย"
"STI_4_7","7",18512,726,"ก้าวไกล"
"STI_4_2","2",16797,709,"ภูมิใจไทย"
"STI_4_4","4",5165,721,"เพื่อชาติ"
"STI_4_3","3",3140,763,"รวมไทยสร้างชาติ"
"STI_4_1","1",1837,701,"ประชาธิปัตย์"
"STI_4_6","6",414,719,"เสรีรวมไทย"
"STI_4_9","9",230,706,"ชาติพัฒนากล้า"
"STI_4_8","8",223,743,"พลังประชารัฐ"
"STN_1_8","8",36810,709,"ภูมิใจไทย"
"STN_1_3","3",13687,701,"ประชาธิปัตย์"
"STN_1_7","7",12950,726,"ก้าวไกล"
"STN_1_2","2",8148,705,"เพื่อไทย"
"STN_1_5","5",5249,763,"รวมไทยสร้างชาติ"
"STN_1_4","4",1657,743,"พลังประชารัฐ"
"STN_1_9","9",863,706,"ชาติพัฒนากล้า"
"STN_1_6","6",715,762,"ไทยสร้างไทย"
"STN_1_1","1",593,719,"เสรีรวมไทย"
"STN_1_11","11",373,742,"คลองไทย"
"STN_1_12","12",252,737,"พลังปวงชนไทย"
"STN_1_10","10",0,740,"ประชาชาติ"
"STN_1_13","13",0,702,"ประชากรไทย"
"STN_2_4","4",55612,709,"ภูมิใจไทย"
"STN_2_5","5",19956,743,"พลังประชารัฐ"
"STN_2_2","2",11858,726,"ก้าวไกล"
"STN_2_7","7",6057,705,"เพื่อไทย"
"STN_2_3","3",2174,763,"รวมไทยสร้างชาติ"
"STN_2_1","1",1881,701,"ประชาธิปัตย์"
"STN_2_11","11",772,742,"คลองไทย"
"STN_2_6","6",478,762,"ไทยสร้างไทย"
"STN_2_10","10",423,719,"เสรีรวมไทย"
"STN_2_8","8",409,706,"ชาติพัฒนากล้า"
"STN_2_13","13",119,737,"พลังปวงชนไทย"
"STN_2_12","12",0,702,"ประชากรไทย"
"STN_2_9","9",0,740,"ประชาชาติ"
"TAK_1_10","10",27664,726,"ก้าวไกล"
"TAK_1_1","1",21704,709,"ภูมิใจไทย"
"TAK_1_7","7",21013,743,"พลังประชารัฐ"
"TAK_1_8","8",20798,705,"เพื่อไทย"
"TAK_1_9","9",3962,701,"ประชาธิปัตย์"
"TAK_1_4","4",3644,763,"รวมไทยสร้างชาติ"
"TAK_1_3","3",1820,762,"ไทยสร้างไทย"
"TAK_1_2","2",876,714,"ครูไทยเพื่อประชาชน"
"TAK_1_6","6",795,719,"เสรีรวมไทย"
"TAK_1_5","5",583,721,"เพื่อชาติ"
"TAK_1_11","11",469,737,"พลังปวงชนไทย"
"TAK_1_12","12",228,742,"คลองไทย"
"TAK_2_5","5",24133,726,"ก้าวไกล"
"TAK_2_4","4",15705,705,"เพื่อไทย"
"TAK_2_6","6",15621,721,"เพื่อชาติ"
"TAK_2_2","2",13566,709,"ภูมิใจไทย"
"TAK_2_8","8",9946,743,"พลังประชารัฐ"
"TAK_2_7","7",2671,763,"รวมไทยสร้างชาติ"
"TAK_2_1","1",2465,762,"ไทยสร้างไทย"
"TAK_2_3","3",739,701,"ประชาธิปัตย์"
"TAK_2_9","9",524,719,"เสรีรวมไทย"
"TAK_2_10","10",260,737,"พลังปวงชนไทย"
"TAK_3_5","5",31550,743,"พลังประชารัฐ"
"TAK_3_7","7",17380,726,"ก้าวไกล"
"TAK_3_2","2",14164,709,"ภูมิใจไทย"
"TAK_3_9","9",11048,705,"เพื่อไทย"
"TAK_3_3","3",9212,701,"ประชาธิปัตย์"
"TAK_3_6","6",1824,763,"รวมไทยสร้างชาติ"
"TAK_3_1","1",1103,721,"เพื่อชาติ"
"TAK_3_4","4",1030,719,"เสรีรวมไทย"
"TAK_3_8","8",459,762,"ไทยสร้างไทย"
"TAK_3_10","10",344,737,"พลังปวงชนไทย"
"TRG_1_2","2",25965,763,"รวมไทยสร้างชาติ"
"TRG_1_3","3",21018,743,"พลังประชารัฐ"
"TRG_1_5","5",19172,709,"ภูมิใจไทย"
"TRG_1_7","7",17683,726,"ก้าวไกล"
"TRG_1_4","4",7095,701,"ประชาธิปัตย์"
"TRG_1_6","6",3316,705,"เพื่อไทย"
"TRG_1_1","1",447,750,"กรีน"
"TRG_1_9","9",342,762,"ไทยสร้างไทย"
"TRG_1_12","12",270,742,"คลองไทย"
"TRG_1_13","13",257,786,"เปลี่ยน"
"TRG_1_8","8",238,719,"เสรีรวมไทย"
"TRG_1_10","10",228,769,"ไทยภักดี"
"TRG_1_11","11",213,739,"รวมแผ่นดิน"
"TRG_2_6","6",63185,743,"พลังประชารัฐ"
"TRG_2_2","2",17239,701,"ประชาธิปัตย์"
"TRG_2_10","10",10553,726,"ก้าวไกล"
"TRG_2_3","3",2803,763,"รวมไทยสร้างชาติ"
"TRG_2_5","5",1510,705,"เพื่อไทย"
"TRG_2_1","1",1231,709,"ภูมิใจไทย"
"TRG_2_4","4",660,762,"ไทยสร้างไทย"
"TRG_2_9","9",475,739,"รวมแผ่นดิน"
"TRG_2_7","7",458,750,"กรีน"
"TRG_2_8","8",237,719,"เสรีรวมไทย"
"TRG_2_12","12",183,786,"เปลี่ยน"
"TRG_2_11","11",137,742,"คลองไทย"
"TRG_3_2","2",31846,701,"ประชาธิปัตย์"
"TRG_3_13","13",16483,726,"ก้าวไกล"
"TRG_3_1","1",14866,743,"พลังประชารัฐ"
"TRG_3_5","5",9245,763,"รวมไทยสร้างชาติ"
"TRG_3_7","7",5864,705,"เพื่อไทย"
"TRG_3_6","6",2767,709,"ภูมิใจไทย"
"TRG_3_12","12",976,719,"เสรีรวมไทย"
"TRG_3_3","3",934,731,"พลังธรรมใหม่"
"TRG_3_8","8",579,762,"ไทยสร้างไทย"
"TRG_3_9","9",491,769,"ไทยภักดี"
"TRG_3_11","11",455,721,"เพื่อชาติ"
"TRG_3_4","4",418,750,"กรีน"
"TRG_3_15","15",382,786,"เปลี่ยน"
"TRG_3_10","10",262,779,"แรงงานสร้างชาติ"
"TRG_3_16","16",198,742,"คลองไทย"
"TRG_3_14","14",148,737,"พลังปวงชนไทย"
"TRG_4_2","2",22840,701,"ประชาธิปัตย์"
"TRG_4_1","1",21725,709,"ภูมิใจไทย"
"TRG_4_4","4",13622,743,"พลังประชารัฐ"
"TRG_4_9","9",9236,726,"ก้าวไกล"
"TRG_4_3","3",3745,763,"รวมไทยสร้างชาติ"
"TRG_4_10","10",2239,705,"เพื่อไทย"
"TRG_4_5","5",915,762,"ไทยสร้างไทย"
"TRG_4_12","12",357,737,"พลังปวงชนไทย"
"TRG_4_7","7",298,719,"เสรีรวมไทย"
"TRG_4_13","13",223,786,"เปลี่ยน"
"TRG_4_11","11",221,742,"คลองไทย"
"TRG_4_6","6",198,738,"เพื่อชาติไทย"
"TRG_4_8","8",170,769,"ไทยภักดี"
"TRT_1_1","1",44576,726,"ก้าวไกล"
"TRT_1_4","4",24090,705,"เพื่อไทย"
"TRT_1_2","2",18399,743,"พลังประชารัฐ"
"TRT_1_5","5",11356,763,"รวมไทยสร้างชาติ"
"TRT_1_8","8",8275,709,"ภูมิใจไทย"
"TRT_1_7","7",7388,701,"ประชาธิปัตย์"
"TRT_1_3","3",1299,719,"เสรีรวมไทย"
"TRT_1_6","6",449,762,"ไทยสร้างไทย"
"UBN_1_11","11",32468,705,"เพื่อไทย"
"UBN_1_10","10",31112,726,"ก้าวไกล"
"UBN_1_1","1",21579,762,"ไทยสร้างไทย"
"UBN_1_6","6",9086,763,"รวมไทยสร้างชาติ"
"UBN_1_5","5",1340,743,"พลังประชารัฐ"
"UBN_1_2","2",943,701,"ประชาธิปัตย์"
"UBN_1_7","7",815,719,"เสรีรวมไทย"
"UBN_1_9","9",399,721,"เพื่อชาติ"
"UBN_1_3","3",307,709,"ภูมิใจไทย"
"UBN_1_4","4",303,706,"ชาติพัฒนากล้า"
"UBN_1_13","13",188,769,"ไทยภักดี"
"UBN_1_12","12",148,761,"พลังสังคมใหม่"
"UBN_1_16","16",106,737,"พลังปวงชนไทย"
"UBN_1_8","8",89,733,"ไทยศรีวิไลย์"
"UBN_1_14","14",75,770,"แนวทางใหม่"
"UBN_1_15","15",65,742,"คลองไทย"
"UBN_10_1","1",63127,773,"เพื่อไทรวมพลัง"
"UBN_10_9","9",19351,705,"เพื่อไทย"
"UBN_10_5","5",9735,726,"ก้าวไกล"
"UBN_10_8","8",1177,709,"ภูมิใจไทย"
"UBN_10_3","3",973,763,"รวมไทยสร้างชาติ"
"UBN_10_2","2",816,743,"พลังประชารัฐ"
"UBN_10_11","11",724,727,"ทางเลือกใหม่"
"UBN_10_7","7",331,701,"ประชาธิปัตย์"
"UBN_10_10","10",307,719,"เสรีรวมไทย"
"UBN_10_4","4",264,721,"เพื่อชาติ"
"UBN_10_6","6",229,733,"ไทยศรีวิไลย์"
"UBN_10_13","13",163,770,"แนวทางใหม่"
"UBN_10_12","12",120,769,"ไทยภักดี"
"UBN_10_15","15",78,742,"คลองไทย"
"UBN_10_14","14",33,737,"พลังปวงชนไทย"
"UBN_11_4","4",43797,709,"ภูมิใจไทย"
"UBN_11_9","9",24288,705,"เพื่อไทย"
"UBN_11_6","6",13063,726,"ก้าวไกล"
"UBN_11_2","2",4833,762,"ไทยสร้างไทย"
"UBN_11_7","7",946,763,"รวมไทยสร้างชาติ"
"UBN_11_1","1",580,743,"พลังประชารัฐ"
"UBN_11_14","14",520,737,"พลังปวงชนไทย"
"UBN_11_3","3",513,701,"ประชาธิปัตย์"
"UBN_11_5","5",399,719,"เสรีรวมไทย"
"UBN_11_8","8",244,733,"ไทยศรีวิไลย์"
"UBN_11_11","11",224,769,"ไทยภักดี"
"UBN_11_12","12",168,780,"ไทยก้าวหน้า"
"UBN_11_13","13",154,725,"ช่วยชาติ"
"UBN_11_10","10",139,727,"ทางเลือกใหม่"
"UBN_11_15","15",85,703,"ความหวังใหม่"
"UBN_2_4","4",38164,701,"ประชาธิปัตย์"
"UBN_2_9","9",31953,705,"เพื่อไทย"
"UBN_2_7","7",17520,726,"ก้าวไกล"
"UBN_2_5","5",1829,743,"พลังประชารัฐ"
"UBN_2_6","6",787,709,"ภูมิใจไทย"
"UBN_2_2","2",624,719,"เสรีรวมไทย"
"UBN_2_8","8",422,769,"ไทยภักดี"
"UBN_2_11","11",418,742,"คลองไทย"
"UBN_2_3","3",372,733,"ไทยศรีวิไลย์"
"UBN_2_10","10",257,737,"พลังปวงชนไทย"
"UBN_2_1","1",0,763,"รวมไทยสร้างชาติ"
"UBN_3_3","3",31218,773,"เพื่อไทรวมพลัง"
"UBN_3_11","11",22020,705,"เพื่อไทย"
"UBN_3_6","6",16572,709,"ภูมิใจไทย"
"UBN_3_5","5",12423,743,"พลังประชารัฐ"
"UBN_3_4","4",8140,726,"ก้าวไกล"
"UBN_3_2","2",6888,701,"ประชาธิปัตย์"
"UBN_3_7","7",730,763,"รวมไทยสร้างชาติ"
"UBN_3_13","13",510,737,"พลังปวงชนไทย"
"UBN_3_1","1",456,719,"เสรีรวมไทย"
"UBN_3_9","9",209,769,"ไทยภักดี"
"UBN_3_12","12",176,742,"คลองไทย"
"UBN_3_10","10",148,712,"ประชาธิปไตยใหม่"
"UBN_3_8","8",84,733,"ไทยศรีวิไลย์"
"UBN_4_11","11",39462,705,"เพื่อไทย"
"UBN_4_7","7",31052,726,"ก้าวไกล"
"UBN_4_4","4",19511,709,"ภูมิใจไทย"
"UBN_4_1","1",4013,707,"ชาติไทยพัฒนา"
"UBN_4_6","6",2847,743,"พลังประชารัฐ"
"UBN_4_10","10",891,719,"เสรีรวมไทย"
"UBN_4_5","5",755,701,"ประชาธิปัตย์"
"UBN_4_13","13",693,769,"ไทยภักดี"
"UBN_4_2","2",670,762,"ไทยสร้างไทย"
"UBN_4_3","3",344,738,"เพื่อชาติไทย"
"UBN_4_8","8",230,733,"ไทยศรีวิไลย์"
"UBN_4_15","15",107,742,"คลองไทย"
"UBN_4_12","12",0,712,"ประชาธิปไตยใหม่"
"UBN_4_9","9",0,763,"รวมไทยสร้างชาติ"
"UBN_4_14","14",0,770,"แนวทางใหม่"
"UBN_5_1","1",44121,709,"ภูมิใจไทย"
"UBN_5_9","9",30596,705,"เพื่อไทย"
"UBN_5_5","5",12050,726,"ก้าวไกล"
"UBN_5_4","4",779,763,"รวมไทยสร้างชาติ"
"UBN_5_6","6",452,743,"พลังประชารัฐ"
"UBN_5_2","2",412,719,"เสรีรวมไทย"
"UBN_5_11","11",411,737,"พลังปวงชนไทย"
"UBN_5_7","7",360,769,"ไทยภักดี"
"UBN_5_8","8",359,701,"ประชาธิปัตย์"
"UBN_5_3","3",131,733,"ไทยศรีวิไลย์"
"UBN_5_10","10",127,742,"คลองไทย"
"UBN_6_8","8",43430,705,"เพื่อไทย"
"UBN_6_1","1",22759,762,"ไทยสร้างไทย"
"UBN_6_7","7",9177,726,"ก้าวไกล"
"UBN_6_3","3",4023,709,"ภูมิใจไทย"
"UBN_6_6","6",2504,701,"ประชาธิปัตย์"
"UBN_6_5","5",1049,763,"รวมไทยสร้างชาติ"
"UBN_6_2","2",611,743,"พลังประชารัฐ"
"UBN_6_11","11",338,712,"ประชาธิปไตยใหม่"
"UBN_6_9","9",315,769,"ไทยภักดี"
"UBN_6_13","13",203,770,"แนวทางใหม่"
"UBN_6_12","12",180,719,"เสรีรวมไทย"
"UBN_6_10","10",126,761,"พลังสังคมใหม่"
"UBN_6_4","4",110,733,"ไทยศรีวิไลย์"
"UBN_7_11","11",38533,705,"เพื่อไทย"
"UBN_7_10","10",33499,709,"ภูมิใจไทย"
"UBN_7_7","7",10300,726,"ก้าวไกล"
"UBN_7_6","6",2962,763,"รวมไทยสร้างชาติ"
"UBN_7_9","9",776,739,"รวมแผ่นดิน"
"UBN_7_2","2",404,743,"พลังประชารัฐ"
"UBN_7_8","8",403,762,"ไทยสร้างไทย"
"UBN_7_1","1",369,741,"แผ่นดินธรรม"
"UBN_7_12","12",264,719,"เสรีรวมไทย"
"UBN_7_4","4",262,701,"ประชาธิปัตย์"
"UBN_7_13","13",196,769,"ไทยภักดี"
"UBN_7_16","16",148,742,"คลองไทย"
"UBN_7_3","3",128,712,"ประชาธิปไตยใหม่"
"UBN_7_5","5",127,733,"ไทยศรีวิไลย์"
"UBN_7_15","15",102,737,"พลังปวงชนไทย"
"UBN_7_14","14",0,770,"แนวทางใหม่"
"UBN_8_2","2",31773,709,"ภูมิใจไทย"
"UBN_8_11","11",27927,705,"เพื่อไทย"
"UBN_8_8","8",14621,726,"ก้าวไกล"
"UBN_8_6","6",12037,743,"พลังประชารัฐ"
"UBN_8_4","4",1230,763,"รวมไทยสร้างชาติ"
"UBN_8_9","9",1145,762,"ไทยสร้างไทย"
"UBN_8_7","7",759,719,"เสรีรวมไทย"
"UBN_8_12","12",662,742,"คลองไทย"
"UBN_8_3","3",644,701,"ประชาธิปัตย์"
"UBN_8_1","1",560,738,"เพื่อชาติไทย"
"UBN_8_5","5",260,712,"ประชาธิปไตยใหม่"
"UBN_8_13","13",251,737,"พลังปวงชนไทย"
"UBN_8_10","10",187,769,"ไทยภักดี"
"UBN_9_10","10",31311,762,"ไทยสร้างไทย"
"UBN_9_11","11",30851,705,"เพื่อไทย"
"UBN_9_8","8",12105,726,"ก้าวไกล"
"UBN_9_3","3",1613,763,"รวมไทยสร้างชาติ"
"UBN_9_5","5",1528,709,"ภูมิใจไทย"
"UBN_9_9","9",1049,719,"เสรีรวมไทย"
"UBN_9_1","1",961,743,"พลังประชารัฐ"
"UBN_9_13","13",492,727,"ทางเลือกใหม่"
"UBN_9_7","7",480,701,"ประชาธิปัตย์"
"UBN_9_12","12",366,769,"ไทยภักดี"
"UBN_9_14","14",364,725,"ช่วยชาติ"
"UBN_9_2","2",317,733,"ไทยศรีวิไลย์"
"UBN_9_4","4",228,761,"พลังสังคมใหม่"
"UBN_9_6","6",184,738,"เพื่อชาติไทย"
"UDN_1_4","4",32476,726,"ก้าวไกล"
"UDN_1_11","11",27176,705,"เพื่อไทย"
"UDN_1_6","6",16111,743,"พลังประชารัฐ"
"UDN_1_9","9",5748,763,"รวมไทยสร้างชาติ"
